SOURCEID,MARKET,DISCO_CODE,LOAD_PROFILE,RATE_CLASS,ESG_SOURCEID,MARKET_1,DISCO_CODE_1,PROFILE_CLASS,RATE_CLASS_1,METER_TYPE,LOSS_CODE,LOSS_DESCRIPTION,STATE,RES_FLAG,SEQ_ID,DEFAULT_FLAG
52969,PJM,DQE,GMH,GMHLMI,52969,PJM,DQE,GMHUNDER25KW,GMHLMI,SCALAR,GMH,,PA,0,8019,Y
52970,PJM,DQE,GMH,GMHLMI21,52970,PJM,DQE,GMHUNDER25KW,GMHLMI21,SCALAR,GMH,,PA,0,8020,Y
52971,PJM,DQE,GMH,GMHGMC,52971,PJM,DQE,GMHOVER25KW,GMHGMC,SCALAR,GMH,,PA,0,8021,Y
52972,PJM,DQE,GMH,GMHGMC21,52972,PJM,DQE,GMHOVER25KW,GMHGMC21,SCALAR,GMH,,PA,0,8022,Y
52973,PJM,DQE,GMH,GMHGMI,52973,PJM,DQE,GMHOVER25KW,GMHGMI,SCALAR,GMH,,PA,0,8023,Y
52974,PJM,DQE,GMH,GMHGMI21,52974,PJM,DQE,GMHOVER25KW,GMHGMI21,SCALAR,GMH,,PA,0,8024,Y
52975,PJM,DEOK,DM0,DS01,52975,PJM,DEOK,DM0,DS01,SCALAR,SECONDARY,,OHIO,0,8025,Y
52976,PJM,BGE,156,GS,52976,PJM,BGE,GS,GS56,SCALAR,SECONDARY,,MD,0,8026,Y
52977,PJM,BGE,56,GS,52977,PJM,BGE,GS,GS56,SCALAR,SECONDARY,,MD,0,8027,Y
52978,PJM,DQE,GS,GS--M,52978,PJM,DQE,GS_IDR,GS--M,IDR,,,PA,0,8028,N
52979,PJM,DQE,GS,GS--M-21,52979,PJM,DQE,GS_IDR,GS--M-21,IDR,,,PA,0,8029,N
52980,PJM,DQE,GS,GS--M-06,52980,PJM,DQE,GS_IDR,GS--M-06,IDR,,,PA,0,8030,N
52981,PJM,DQE,GS,GS--M-B,52981,PJM,DQE,GS_IDR,GS--M-B,IDR,,,PA,0,8031,N
52982,PJM,DQE,GS,GS--M-19,52982,PJM,DQE,GS_IDR,GS--M-19,IDR,,,PA,0,8032,N
52983,PJM,DQE,GS,GS--M-WN,52983,PJM,DQE,GS_IDR,GS--M-WN,IDR,,,PA,0,8033,N
52984,PJM,DQE,GS,GS--M-12,52984,PJM,DQE,GS_IDR,GS--M-12,IDR,,,PA,0,8034,N
52985,PJM,DQE,GS,GS--M-VN,52985,PJM,DQE,GS_IDR,GS--M-VN,IDR,,,PA,0,8035,N
52986,NYISO,NYSEG,47,NED0900D00,52986,NYISO,NYSEG,115-09-00,SC115,SCALAR,SECONDARY,,NY,0,8036,Y
52987,PJM,APS,OLS,PE-POLF,52987,PJM,APS,OLS,PE_POLD,SCALAR,SECONDARY,PE_SEC,MD,0,8037,Y
52988,PJM,PENELEC,GSTI,PN-GSLD,52988,PJM,PENELEC,IDR,GST,IDR,SECONDARY,SECONDARY,PA,0,8038,Y
52989,PJM,DEOK,SL0,OLF,52989,PJM,DEOK,SL0_IDR,OLF,IDR,SECONDARY,,OHIO,0,8039,Y
52991,NYISO,NIMO,2SC2D,SC2,52991,NYISO,NIMO,IDR,SC2,SCALAR,PRIMARY,,NY,0,8041,N
52992,NEPOOL,COMELEC,R-1,R-1,52992,NEPOOL,COMELEC,R1,R1,SCALAR,SMSEC,,MA,100,8042,Y
52993,PJM,METED,GPI,ME-GPD,52993,PJM,METED,MGPI_IDR,GP,IDR,PRIMARY,PRIMARY,PA,0,8043,Y
52995,NYISO,NIMO,1SC2D,SC2,52995,NYISO,NIMO,IDR,SC2,IDR,SECONDARY,,NY,0,8045,N
52996,PJM,DEOK,DM0,DS01,52996,PJM,DEOK,DM0,DS01,SCALAR,SECONDARY,,OHIO,0,8046,Y
52997,PJM,DEOK,DS5,DS08,52997,PJM,DEOK,DS5,DS08,IDR,SECONDARY,,OHIO,0,8047,N
52998,PJM,DEOK,SL0,OLO,52998,PJM,DEOK,SL0_IDR,OLO,IDR,SECONDARY,,OHIO,0,8048,N
52999,PJM,DEOK,FR0,GFL2,52999,PJM,DEOK,FR0,GFL2,SCALAR,SECONDARY,,OHIO,0,8049,Y
53000,PJM,,12,102,53000,PJM,RECO,T102-RC102-4-12_IDR,102,IDR,SECONDARY,,NJ,0,8050,N
53001,PJM,,12,Y3D,53001,PJM,RECO,T302-RC102-4-12_IDR,302,IDR,SECONDARY,,NJ,0,8051,N
53002,PJM,APS,GSCS,PE-GSC2F,53002,PJM,APS,GSCS,PE-GSC2F,SCALAR,SECONDARY,PE_SEC,MD,0,8052,Y
53003,PJM,PENELEC,GSIS,PN-GSLD,53003,PJM,PENELEC,GSIS_IDR,PN-GSLD,IDR,TRANSMISSION,,PA,0,8053,N
53004,NEPOOL,PSNH,R,R,53004,NEPOOL,PSNH,R,R,SCALAR,R,Residential,NH,100,8054,Y
53005,NEPOOL,PSNH,G,G,53005,NEPOOL,PSNH,G,G,SCALAR,G,Small Commercial < 100KW,NH,0,8055,Y
53006,NEPOOL,PSNH,G,G,53006,NEPOOL,PSNH,G_IDR,G,IDR,G,Small Commercial < 100KW,NH,0,8056,N
53007,NEPOOL,PSNH,GV,GV,53007,NEPOOL,PSNH,GV_IDR,GV,IDR,GV,Customers btw 100KW - 1000KW,NH,0,8057,Y
53008,NEPOOL,PSNH,LG,LG,53008,NEPOOL,PSNH,LG_IDR,LG,IDR,LG,Customers > 1000KW,NH,0,8058,Y
53009,NEPOOL,PSNH,OL,OL,53009,NEPOOL,PSNH,OL,OL,SCALAR,OLEOL,Outdoor Lighting,NH,0,8059,Y
53010,NEPOOL,PSNH,RS,RS,53010,NEPOOL,PSNH,RS,RS,SCALAR,,,NH,0,8060,Y
53011,NEPOOL,UINH,GEN2,50,53011,NEPOOL,UINH,G2,50,SCALAR,G2,General Service,NH,0,8061,Y
53012,NEPOOL,UINH,GEN2,50,53012,NEPOOL,UINH,G2_IDR,50,IDR,G2,General Service,NH,0,8062,N
53013,NEPOOL,UINH,GEN2,51,53013,NEPOOL,UINH,G2,51,SCALAR,G2,General Service,NH,0,8063,Y
53014,NEPOOL,UINH,GEN2,51,53014,NEPOOL,UINH,G2_IDR,51,IDR,G2,General Service,NH,0,8064,N
53015,NEPOOL,UINH,GEN2,52,53015,NEPOOL,UINH,G2,52,SCALAR,G2,General Service,NH,0,8065,Y
53016,NEPOOL,UINH,GEN2,52,53016,NEPOOL,UINH,G2_IDR,52,IDR,G2,General Service,NH,0,8066,N
53017,NEPOOL,UINH,GEN2,53,53017,NEPOOL,UINH,G2,53,SCALAR,G2,General Service,NH,0,8067,Y
53018,NEPOOL,UINH,GEN2,53,53018,NEPOOL,UINH,G2_IDR,53,IDR,G2,General Service,NH,0,8068,N
53019,NEPOOL,UINH,GEN2,56,53019,NEPOOL,UINH,G2,56,SCALAR,G2,General Service,NH,0,8069,Y
53020,NEPOOL,UINH,GEN2,56,53020,NEPOOL,UINH,G2_IDR,56,IDR,G2,General Service,NH,0,8070,N
53021,NEPOOL,UINH,GEN2,57,53021,NEPOOL,UINH,G2,57,SCALAR,G2,General Service,NH,0,8071,Y
53022,NEPOOL,UINH,GEN2,57,53022,NEPOOL,UINH,G2_IDR,57,IDR,G2,General Service,NH,0,8072,N
53023,NEPOOL,UINH,GEN2,58,53023,NEPOOL,UINH,G2,58,SCALAR,G2,General Service,NH,0,8073,Y
53024,NEPOOL,UINH,GEN2,58,53024,NEPOOL,UINH,G2_IDR,58,IDR,G2,General Service,NH,0,8074,N
53025,NEPOOL,UINH,GEN2,59,53025,NEPOOL,UINH,G2,59,SCALAR,G2,General Service,NH,0,8075,Y
53026,NEPOOL,UINH,GEN2,59,53026,NEPOOL,UINH,G2_IDR,59,IDR,G2,General Service,NH,0,8076,N
53027,NEPOOL,UINH,GEN2,60,53027,NEPOOL,UINH,G2,60,SCALAR,G2,General Service,NH,0,8077,Y
53028,NEPOOL,UINH,GEN2,60,53028,NEPOOL,UINH,G2_IDR,60,IDR,G2,General Service,NH,0,8078,N
53029,NEPOOL,UINH,GEN2,61,53029,NEPOOL,UINH,G2,61,SCALAR,G2,General Service,NH,0,8079,Y
53030,NEPOOL,UINH,GEN2,61,53030,NEPOOL,UINH,G2_IDR,61,IDR,G2,General Service,NH,0,8080,N
53031,NEPOOL,UINH,GEN2,62,53031,NEPOOL,UINH,G2,62,SCALAR,G2,General Service,NH,0,8081,Y
53032,NEPOOL,UINH,GEN2,62,53032,NEPOOL,UINH,G2_IDR,62,IDR,G2,General Service,NH,0,8082,N
53033,NEPOOL,UINH,GEN2,63,53033,NEPOOL,UINH,G2,63,SCALAR,G2,General Service,NH,0,8083,Y
53034,NEPOOL,UINH,GEN2,63,53034,NEPOOL,UINH,G2_IDR,63,IDR,G2,General Service,NH,0,8084,N
53035,NEPOOL,UINH,OUTLIGHT,40,53035,NEPOOL,UINH,OL,40,SCALAR,OL,Outdoor Lighting,NH,0,8085,Y
53036,NEPOOL,UINH,OUTLIGHT,41,53036,NEPOOL,UINH,OL,41,SCALAR,OL,Outdoor Lighting,NH,0,8086,Y
53037,NEPOOL,UINH,DOMESTIC,10,53037,NEPOOL,UINH,D,10,SCALAR,D,Domestic,NH,100,8087,Y
53038,NEPOOL,UINH,DOMESTIC,13,53038,NEPOOL,UINH,D,13,SCALAR,D,Domestic,NH,100,8088,Y
53039,NEPOOL,UINH,DOMESTIC,AA,53039,NEPOOL,UINH,D,AA,SCALAR,D,Domestic,NH,100,8089,Y
53040,NEPOOL,UINH,DOMESTIC,AB,53040,NEPOOL,UINH,D,AB,SCALAR,D,Domestic,NH,100,8090,Y
53041,NEPOOL,UINH,DOMESTIC,AC,53041,NEPOOL,UINH,D,AC,SCALAR,D,Domestic,NH,100,8091,Y
53042,NEPOOL,UINH,DOMESTIC,AD,53042,NEPOOL,UINH,D,AD,SCALAR,D,Domestic,NH,100,8092,Y
53043,NEPOOL,UINH,DOMESTIC,AE,53043,NEPOOL,UINH,D,AE,SCALAR,D,Domestic,NH,100,8093,Y
53044,NEPOOL,UINH,DOMESTIC,AF,53044,NEPOOL,UINH,D,AF,SCALAR,D,Domestic,NH,100,8094,Y
53045,NEPOOL,UINH,GEN1,30,53045,NEPOOL,UINH,G1_IDR,30,IDR,G1,Large General Service - IDR,NH,0,8095,Y
53046,NEPOOL,UINH,GEN1,31,53046,NEPOOL,UINH,G1_IDR,31,IDR,G1,Large General Service - IDR,NH,0,8096,Y
53047,NEPOOL,UINH,GEN1,32,53047,NEPOOL,UINH,G1_IDR,32,IDR,G1,Large General Service - IDR,NH,0,8097,Y
53048,NEPOOL,UINH,GEN1,33,53048,NEPOOL,UINH,G1_IDR,33,IDR,G1,Large General Service - IDR,NH,0,8098,Y
53049,NEPOOL,UINH,GEN1,34,53049,NEPOOL,UINH,G1_IDR,34,IDR,G1,Large General Service - IDR,NH,0,8099,Y
53050,NEPOOL,UINH,GEN1,35,53050,NEPOOL,UINH,G1_IDR,35,IDR,G1,Large General Service - IDR,NH,0,8100,Y
53051,NEPOOL,NRI,A16,A16,53051,NEPOOL,NRI,A16,A16,SCALAR,SMSEC,Secondary Voltage,RI,100,8101,Y
53052,NEPOOL,NRI,S00,S00,53052,NEPOOL,NRI,S00,S00,SCALAR,SMSEC,Secondary Voltage,RI,0,8102,Y
53053,NEPOOL,NRI,A18,A18,53053,NEPOOL,NRI,A18,A18,SCALAR,SMSEC,Secondary Voltage,RI,100,8103,Y
53054,NEPOOL,NRI,A32,A32,53054,NEPOOL,NRI,A32,A32,SCALAR,SMSEC,Secondary Voltage,RI,100,8104,Y
53055,NEPOOL,NRI,C06,C06,53055,NEPOOL,NRI,C06,C06,SCALAR,SMSEC,Secondary Voltage,RI,0,8105,Y
53056,NEPOOL,NRI,G02,G02,53056,NEPOOL,NRI,G02,G02,SCALAR,SMSEC,Secondary Voltage,RI,0,8106,Y
53057,NEPOOL,NRI,G32,G32,53057,NEPOOL,NRI,G32,G32,SCALAR,PRIMARY,Primary Voltage,RI,0,8107,Y
53058,NEPOOL,NRI,G62,G62,53058,NEPOOL,NRI,G62,G62,SCALAR,PRIMARY,Primary Voltage,RI,0,8108,N
53059,NEPOOL,NRI,G32,G32,53059,NEPOOL,NRI,G32,G32,SCALAR,PRIMARYHV,Primary High Voltage,RI,0,8109,N
53060,NEPOOL,NRI,G62,G62,53060,NEPOOL,NRI,G62,G62,SCALAR,PRIMARYHV,Primary High Voltage,RI,0,8110,N
53061,NEPOOL,LPNH,D00,8830-D00,53061,NEPOOL,LPNH,D00,8830-D00,SCALAR,SECONDARY,D00 Secondary,NH,100,8111,Y
53062,NEPOOL,LPNH,D00,8830-D00,53062,NEPOOL,LPNH,D00,8830-D00,SCALAR,PRIMARY,D00 Primary,NH,100,8112,Y
53063,NEPOOL,LPNH,D10,8830-D10,53063,NEPOOL,LPNH,D10,8830-D10,SCALAR,SECONDARY,D10 Secondary,NH,100,8113,Y
53064,NEPOOL,LPNH,D10,8830-D10,53064,NEPOOL,LPNH,D10,8830-D10,SCALAR,PRIMARY,D10 Primary,NH,100,8114,Y
53065,NEPOOL,LPNH,G01,8830-G01,53065,NEPOOL,LPNH,G01_IDR,8830-G01,IDR,G1SECONDARY,G1 Secondary,NH,0,8115,Y
53066,NEPOOL,LPNH,G01,8830-G01,53066,NEPOOL,LPNH,G01_IDR,8830-G01,IDR,G1PRIMARY,G1 Primary,NH,0,8116,Y
53067,NEPOOL,LPNH,G02,8830-G02,53067,NEPOOL,LPNH,G02,8830-G02,SCALAR,G1SECONDARY,G02 Secondary,NH,0,8117,Y
53068,NEPOOL,LPNH,G02,8830-G02,53068,NEPOOL,LPNH,G02,8830-G02,SCALAR,G1PRIMARY,G02 Primary,NH,0,8118,Y
53069,NEPOOL,LPNH,G03,8830-G03,53069,NEPOOL,LPNH,G03,8830-G03,SCALAR,G1SECONDARY,G03 Secondary,NH,0,8119,Y
53070,NEPOOL,LPNH,G03,8830-G03,53070,NEPOOL,LPNH,G03,8830-G03,SCALAR,G1PRIMARY,G03 Primary,NH,0,8120,Y
53071,NEPOOL,LPNH,M00,8830-M00,53071,NEPOOL,LPNH,M00,8830-M00,SCALAR,SECONDARY,M00 Secondary,NH,0,8121,Y
53072,NEPOOL,LPNH,M00,8830-M00,53072,NEPOOL,LPNH,M00,8830-M00,SCALAR,PRIMARY,M00 Primary,NH,0,8122,N
53073,NEPOOL,LPNH,T00,8830-T00,53073,NEPOOL,LPNH,T00,8830-T00,SCALAR,SECONDARY,T00 Secondary,NH,0,8123,Y
53074,NEPOOL,LPNH,T00,8830-T00,53074,NEPOOL,LPNH,T00,8830-T00,SCALAR,PRIMARY,T00 Primary,NH,0,8124,Y
53075,NEPOOL,LPNH,V00,8830-V00,53075,NEPOOL,LPNH,V00,8830-V00,SCALAR,SECONDARY,V00 Secondary,NH,0,8125,Y
53076,NEPOOL,LPNH,V00,8830-V00,53076,NEPOOL,LPNH,V00,8830-V00,SCALAR,PRIMARY,V00 Primary,NH,0,8126,Y
53077,NEPOOL,NHECO,RESIDENT,B,53077,NEPOOL,NHECO,RESIDENT,B,SCALAR,SECONDARY,All Other Members,NH,100,8127,Y
53078,NEPOOL,NHECO,RESIDENT,BH,53078,NEPOOL,NHECO,RESIDENT,BH,SCALAR,SECONDARY,All Other Members,NH,100,8128,Y
53079,NEPOOL,NHECO,RESIDENT,GN,53079,NEPOOL,NHECO,RESIDENT,GN,SCALAR,SECONDARY,All Other Members,NH,100,8129,Y
53080,NEPOOL,NHECO,RESIDENT,BC,53080,NEPOOL,NHECO,RESIDENT,BC,SCALAR,SECONDARY,All Other Members,NH,100,8130,Y
53081,NEPOOL,NHECO,RESIDENT,BCH,53081,NEPOOL,NHECO,RESIDENT,BCH,SCALAR,SECONDARY,All Other Members,NH,100,8131,Y
53082,NEPOOL,NHECO,RESIDENT,BW,53082,NEPOOL,NHECO,RESIDENT,BW,SCALAR,SECONDARY,All Other Members,NH,100,8132,Y
53083,NEPOOL,NHECO,RESIDENT,BWC,53083,NEPOOL,NHECO,RESIDENT,BWC,SCALAR,SECONDARY,All Other Members,NH,100,8133,Y
53084,NEPOOL,NHECO,RESIDENT,TDN,53084,NEPOOL,NHECO,RESIDENT,TDN,SCALAR,SECONDARY,All Other Members,NH,100,8134,Y
53085,NEPOOL,NHECO,RESIDENT,TDF,53085,NEPOOL,NHECO,RESIDENT,TDF,SCALAR,SECONDARY,All Other Members,NH,100,8135,Y
53086,NEPOOL,NHECO,RESIDENT,OPB,53086,NEPOOL,NHECO,RESIDENT,OPB,SCALAR,SECONDARY,All Other Members,NH,100,8136,Y
53087,NEPOOL,NHECO,RESIDENT,OPBH,53087,NEPOOL,NHECO,RESIDENT,OPBH,SCALAR,SECONDARY,All Other Members,NH,100,8137,Y
53088,NEPOOL,NHECO,RESIDENT,LB,53088,NEPOOL,NHECO,RESIDENT,LB,SCALAR,SECONDARY,All Other Members,NH,100,8138,Y
53089,NEPOOL,NHECO,RESIDENT,LBH,53089,NEPOOL,NHECO,RESIDENT,LBH,SCALAR,SECONDARY,All Other Members,NH,100,8139,Y
53090,NEPOOL,NHECO,RESIDENT,B3,53090,NEPOOL,NHECO,RESIDENT,B3,SCALAR,SECONDARY,All Other Members,NH,100,8140,Y
53091,NEPOOL,NHECO,RESIDENT,B3H,53091,NEPOOL,NHECO,RESIDENT,B3H,SCALAR,SECONDARY,All Other Members,NH,100,8141,Y
53092,NEPOOL,NHECO,RESIDENT,BC3,53092,NEPOOL,NHECO,RESIDENT,BC3,SCALAR,SECONDARY,All Other Members,NH,100,8142,Y
53093,NEPOOL,NHECO,RESIDENT,BC3H,53093,NEPOOL,NHECO,RESIDENT,BC3H,SCALAR,SECONDARY,All Other Members,NH,100,8143,Y
53094,NEPOOL,NHECO,STREETLT,LGT01,53094,NEPOOL,NHECO,STREETLT,LGT01,SCALAR,SECONDARY,All Other Members,NH,0,8144,Y
53095,NEPOOL,NHECO,STREETLT,LGT02,53095,NEPOOL,NHECO,STREETLT,LGT02,SCALAR,SECONDARY,All Other Members,NH,0,8145,Y
53096,NEPOOL,NHECO,STREETLT,LGT03,53096,NEPOOL,NHECO,STREETLT,LGT03,SCALAR,SECONDARY,All Other Members,NH,0,8146,Y
53097,NEPOOL,NHECO,STREETLT,LGT04,53097,NEPOOL,NHECO,STREETLT,LGT04,SCALAR,SECONDARY,All Other Members,NH,0,8147,Y
53098,NEPOOL,NHECO,STREETLT,LGT05,53098,NEPOOL,NHECO,STREETLT,LGT05,SCALAR,SECONDARY,All Other Members,NH,0,8148,Y
53099,NEPOOL,NHECO,STREETLT,LGT06,53099,NEPOOL,NHECO,STREETLT,LGT06,SCALAR,SECONDARY,All Other Members,NH,0,8149,Y
53100,NEPOOL,NHECO,STREETLT,LGT07,53100,NEPOOL,NHECO,STREETLT,LGT07,SCALAR,SECONDARY,All Other Members,NH,0,8150,Y
53101,NEPOOL,NHECO,STREETLT,LGT08,53101,NEPOOL,NHECO,STREETLT,LGT08,SCALAR,SECONDARY,All Other Members,NH,0,8151,Y
53102,NEPOOL,NHECO,STREETLT,LGT09,53102,NEPOOL,NHECO,STREETLT,LGT09,SCALAR,SECONDARY,All Other Members,NH,0,8152,Y
53103,NEPOOL,NHECO,STREETLT,LGT10,53103,NEPOOL,NHECO,STREETLT,LGT10,SCALAR,SECONDARY,All Other Members,NH,0,8153,Y
53104,NEPOOL,NHECO,STREETLT,LGT11,53104,NEPOOL,NHECO,STREETLT,LGT11,SCALAR,SECONDARY,All Other Members,NH,0,8154,Y
53105,NEPOOL,NHECO,STREETLT,LGT12,53105,NEPOOL,NHECO,STREETLT,LGT12,SCALAR,SECONDARY,All Other Members,NH,0,8155,Y
53106,NEPOOL,NHECO,STREETLT,LGT13,53106,NEPOOL,NHECO,STREETLT,LGT13,SCALAR,SECONDARY,All Other Members,NH,0,8156,Y
53107,NEPOOL,NHECO,STREETLT,LGT14,53107,NEPOOL,NHECO,STREETLT,LGT14,SCALAR,SECONDARY,All Other Members,NH,0,8157,Y
53108,NEPOOL,NHECO,STREETLT,LGT15,53108,NEPOOL,NHECO,STREETLT,LGT15,SCALAR,SECONDARY,All Other Members,NH,0,8158,Y
53109,NEPOOL,NHECO,STREETLT,LGT16,53109,NEPOOL,NHECO,STREETLT,LGT16,SCALAR,SECONDARY,All Other Members,NH,0,8159,Y
53110,NEPOOL,NHECO,STREETLT,LGT17,53110,NEPOOL,NHECO,STREETLT,LGT17,SCALAR,SECONDARY,All Other Members,NH,0,8160,Y
53111,NEPOOL,NHECO,COMMERCL,B2,53111,NEPOOL,NHECO,COMMERCL,B2,SCALAR,SECONDARY,All Other Members,NH,0,8161,Y
53112,NEPOOL,NHECO,COMMERCL,GN2,53112,NEPOOL,NHECO,COMMERCL,GN2,SCALAR,SECONDARY,All Other Members,NH,0,8162,Y
53113,NEPOOL,NHECO,COMMERCL,BC2,53113,NEPOOL,NHECO,COMMERCL,BC2,SCALAR,SECONDARY,All Other Members,NH,0,8163,Y
53114,NEPOOL,NHECO,COMMERCL,BW2,53114,NEPOOL,NHECO,COMMERCL,BW2,SCALAR,SECONDARY,All Other Members,NH,0,8164,Y
53115,NEPOOL,NHECO,COMMERCL,BWC2,53115,NEPOOL,NHECO,COMMERCL,BWC2,SCALAR,SECONDARY,All Other Members,NH,0,8165,Y
53116,NEPOOL,NHECO,COMMERCL,TDN2,53116,NEPOOL,NHECO,COMMERCL,TDN2,SCALAR,SECONDARY,All Other Members,NH,0,8166,Y
53117,NEPOOL,NHECO,COMMERCL,TDF2,53117,NEPOOL,NHECO,COMMERCL,TDF2,SCALAR,SECONDARY,All Other Members,NH,0,8167,Y
53118,NEPOOL,NHECO,COMMERCL,OPB2,53118,NEPOOL,NHECO,COMMERCL,OPB2,SCALAR,SECONDARY,All Other Members,NH,0,8168,Y
53119,NEPOOL,NHECO,COMMERCL,LB2,53119,NEPOOL,NHECO,COMMERCL,LB2,SCALAR,SECONDARY,All Other Members,NH,0,8169,Y
53120,NEPOOL,NHECO,COMMERCL,B32,53120,NEPOOL,NHECO,COMMERCL,B32,SCALAR,SECONDARY,All Other Members,NH,0,8170,Y
53121,NEPOOL,NHECO,COMMERCL,OPB3,53121,NEPOOL,NHECO,COMMERCL,OPB3,SCALAR,SECONDARY,All Other Members,NH,0,8171,Y
53122,NEPOOL,NHECO,COMMERCL,TDN3,53122,NEPOOL,NHECO,COMMERCL,TDN3,SCALAR,SECONDARY,All Other Members,NH,0,8172,Y
53123,NEPOOL,NHECO,COMMERCL,TDF3,53123,NEPOOL,NHECO,COMMERCL,TDF3,SCALAR,SECONDARY,All Other Members,NH,0,8173,Y
53124,NEPOOL,NHECO,COMLARGE,LB32,53124,NEPOOL,NHECO,COMLARGE,LB32,SCALAR,SECONDARY,All Other Members,NH,0,8174,Y
53125,NEPOOL,NHECO,COMLARGE,IND,53125,NEPOOL,NHECO,COMLARGE,IND,SCALAR,SECONDARY,All Other Members,NH,0,8175,Y
53126,NEPOOL,NHECO,COMLARGE,INDC,53126,NEPOOL,NHECO,COMLARGE,INDC,SCALAR,SECONDARY,All Other Members,NH,0,8176,Y
53127,NEPOOL,NHECO,PRIMARYG,P,53127,NEPOOL,NHECO,PRIMARYG_IDR,P,IDR,PRIMARY,Primary Members,NH,0,8177,Y
53128,NEPOOL,NHECO,PRIMARYG,PC,53128,NEPOOL,NHECO,PRIMARYG_IDR,PC,IDR,PRIMARY,Primary Members,NH,0,8178,Y
53129,NEPOOL,NHECO,PRIMARYG,P5,53129,NEPOOL,NHECO,PRIMARYG_IDR,P5,IDR,PRIMARY,Primary Members,NH,0,8179,Y
53130,NEPOOL,NHECO,PRIMARYG,PC5,53130,NEPOOL,NHECO,PRIMARYG_IDR,PC5,IDR,PRIMARY,Primary Members,NH,0,8180,Y
53131,NEPOOL,NHECO,PRIMARYG,P,53131,NEPOOL,NHECO,PRIMARYG,P,SCALAR,PRIMARY,Primary Members,NH,0,8181,N
53132,NEPOOL,NHECO,PRIMARYG,PC,53132,NEPOOL,NHECO,PRIMARYG,PC,SCALAR,PRIMARY,Primary Members,NH,0,8182,N
53133,NEPOOL,NHECO,PRIMARYG,P5,53133,NEPOOL,NHECO,PRIMARYG,P5,SCALAR,PRIMARY,Primary Members,NH,0,8183,N
53134,NEPOOL,NHECO,PRIMARYG,PC5,53134,NEPOOL,NHECO,PRIMARYG,PC5,SCALAR,PRIMARY,Primary Members,NH,0,8184,N
53135,NEPOOL,NHECO,PRIMARYG,PSKI,53135,NEPOOL,NHECO,PRIMARYG_IDR,PSKI,IDR,SKI,Ski Areas,NH,0,8185,Y
53136,NEPOOL,NHECO,PRIMARYG,PSKI,53136,NEPOOL,NHECO,PRIMARYG,PSKI,SCALAR,SKI,Ski Areas,NH,0,8186,N
53137,NEPOOL,NHECO,PRIMARYG,SKI,53137,NEPOOL,NHECO,PRIMARYG_IDR,SKI,IDR,SKI,Ski Areas,NH,0,8187,Y
53138,NEPOOL,NHECO,PRIMARYG,SKI,53138,NEPOOL,NHECO,PRIMARYG,SKI,SCALAR,SKI,Ski Areas,NH,0,8188,N
53139,NEPOOL,NHECO,STREETLT,MLM,53139,NEPOOL,NHECO,STREETLT,MLM,SCALAR,SECONDARY,All Other Members,NH,0,8189,Y
53140,NEPOOL,NHECO,STREETLT,MLS,53140,NEPOOL,NHECO,STREETLT,MLS,SCALAR,SECONDARY,All Other Members,NH,0,8190,Y
53141,PJM,PENELEC,GSCS,PN-GSMF,53141,PJM,PENELEC,PGSCS,GS,SCALAR,SECONDARY,SECONDARY,PA,0,8191,Y
53142,PJM,PENELEC,GSCM,PN-GPF,53142,PJM,PENELEC,PGSCM,GS,SCALAR,TRANSMISSION,,PA,0,8192,Y
53143,PJM,JCPL,OLM,JC_SVW_01D,53143,PJM,JCPL,OLM,JC_SVW_01D,SCALAR,SECONDARY,SECONDARY,NJ,0,8193,Y
53144,PJM,DAYTON,SS05,757,53144,PJM,DAYTON,SS05,757,SCALAR,SECONDARY,,OH,0,8194,Y
53145,NEPOOL,PSNH,EOL,EOL,53145,NEPOOL,PSNH,OL,OL,SCALAR,OLEOL,,NH,0,8195,Y
53146,PJM,APSPA,GSIS,WP-GP30SD,53146,PJM,APSPA,GSIS_IDR,WP-GP30SD,IDR,SECONDARY,WP_SEC,PA,0,8196,N
53147,PJM,APSPA,GSCL,WP-GP35D,53147,PJM,APSPA,GSCL,WP-GP35D,SCALAR,SECONDARY,WP_SEC,PA,0,8197,Y
53148,PJM,APSPA,GSCL,WP-GP35D,53148,PJM,APSPA,GSCL,WP-GP35D,SCALAR,PRIMARY,WP_PRI,PA,0,8198,Y
53149,PJM,APSPA,GSCL,WP-GP35D,53149,PJM,APSPA,GSCL,WP-GP35D,SCALAR,SUBTRANSMISSION,WP_SUB,PA,0,8199,Y
53150,PJM,APSPA,GSCL,WP-GP35D,53150,PJM,APSPA,GSCL,WP-GP35D,SCALAR,SECONDARY,WP_SEC,PA,0,8200,Y
53151,PJM,APSPA,GSCL,WP-GP35D,53151,PJM,APSPA,GSCL,WP-GP35D,SCALAR,SECONDARY,WP_SEC,PA,0,8201,Y
53152,PJM,APSPA,GSCL,WP-GP35D,53152,PJM,APSPA,GSCL_IDR,WP-GP35D,IDR,PRIMARY,WP_PRI,PA,0,8202,N
53153,PJM,PENELEC,GSCM,PN-GSLD,53153,PJM,PENELEC,IDR,GST,IDR,SECONDARY,,PA,0,8203,N
53154,PJM,PENELEC,GSCL,PN-GSLD,53154,PJM,PENELEC,IDR,GST,IDR,SECONDARY,,PA,0,8204,N
53155,NEPOOL,UINH,GEN1,30,53155,NEPOOL,UINH,G1,30,SCALAR,G1,Large General Service,NH,0,8205,N
