CUSTOMERNAME,CUSTOMERID,LDC_ACCOUNT,ACCOUNTID,JURISCODE,PROFILECODE,METERTYPE,LOSSCODE,ZONECODE,STARTTIME,STOPTIME,USAGE,PEAK,CAPTAG_STARTTIME,CAPTAG_STOPTIME,CAPTAG_DELTA,CUR_CAPTAG
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007808530001084725,PJM_ATSIOE_08007808530001084725,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"500,081.61",138.64,6/1/2018,5/31/2019,-20.6973,110.8013
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004631745000145162,PJM_ATSIOE_08004631745000145162,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"42,043.72",14.41,6/1/2018,5/31/2019,-0.8315,4.5692
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006858390000943665,PJM_ATSIOE_08006858390000943665,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"102,076.83",35.77,6/1/2018,5/31/2019,-2.0813,24.5011
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037526191660000855,PJM_ATSICE_08037526191660000855,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"3,594,042.88",823.78,6/1/2018,5/31/2019,-72.9165,754.3103
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037517335001386134,PJM_ATSIOE_08037517335001386134,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"135,593.27",72.69,6/1/2018,5/31/2019,-4.6044,12.1524
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006054145000055545,PJM_ATSICE_08006054145000055545,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"1,314.77",0.39,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004946641210069308,PJM_ATSICE_08004946641210069308,OH,CE_CS,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"30,905.48",11.18,6/1/2018,5/31/2019,-3.9923,8.6667
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005695735000036539,PJM_ATSICE_08005695735000036539,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"27,379.41",8.58,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037528811660095512,PJM_ATSICE_08037528811660095512,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"11,483.59",2.74,6/1/2018,5/31/2019,-0.7158,2.0337
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005695735000036619,PJM_ATSICE_08005695735000036619,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"5,241.05",1.63,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037555380001052029,PJM_ATSIOE_08037555380001052029,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"240,733.76",80.65,6/1/2018,5/31/2019,-10.9943,23.819
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004764991850003689,PJM_ATSICE_08004764991850003689,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"75,523.53",15.09,6/1/2018,5/31/2019,-5.5179,10.6103
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08015820201930093759,PJM_ATSICE_08015820201930093759,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"13,103.87",6.15,6/1/2018,5/31/2019,0.1278,1.2165
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006686075000020371,PJM_ATSIOE_08006686075000020371,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"11,903.18",3.66,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007805890001100026,PJM_ATSIOE_08007805890001100026,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"140,444.24",61.41,6/1/2018,5/31/2019,-1.5552,48.4988
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037528774000003490,PJM_ATSICE_08037528774000003490,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"1,029,670.84",359.24,6/1/2018,5/31/2019,-52.5668,143.6681
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007829470001341389,PJM_ATSIOE_08007829470001341389,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,982.25,0.63,6/1/2018,5/31/2019,-0.0731,0.258
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005698121350044676,PJM_ATSICE_08005698121350044676,OH,CE_C3,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"75,012.56",17.62,6/1/2018,5/31/2019,-3.8646,16.9058
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005691265000249533,PJM_ATSITE_08005691265000249533,OH,TE_C2,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"954,624.40",358.40,6/1/2018,5/31/2019,-209.4817,79.5875
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037543585000247261,PJM_ATSIOE_08037543585000247261,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,277,045.93",324.26,6/1/2018,5/31/2019,-72.7070,158.4208
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004838204000006787,PJM_ATSICE_08004838204000006787,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"61,789.11",14.32,6/1/2018,5/31/2019,1.8163,10.5196
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08027642960001123619,PJM_ATSIOE_08027642960001123619,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"2,054.26",0.88,6/1/2018,5/31/2019,-0.1024,0.7086
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037506510000605691,PJM_ATSIOE_08037506510000605691,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"209,510.32",81.07,6/1/2018,5/31/2019,-17.9482,21.7026
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037529090001438202,PJM_ATSIOE_08037529090001438202,OH,OE_C1,N,PRIMARY,FEOHIOOE,6/1/19,5/31/20,"3,293,963.83",584.35,6/1/2018,5/31/2019,-124.7016,520.6212
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037543180001011356,PJM_ATSIOE_08037543180001011356,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"24,534.32",8.48,6/1/2018,5/31/2019,1.7174,6.6342
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037508391140000590,PJM_ATSICE_08037508391140000590,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"75,304.69",23.73,6/1/2018,5/31/2019,-6.9575,11.8921
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08020004300001562792,PJM_ATSIOE_08020004300001562792,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,540.63,0.15,6/1/2018,5/31/2019,0.1189,0.2304
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08028804285000078341,PJM_ATSIOE_08028804285000078341,OH,OE_TL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,673.93,0.08,6/1/2018,5/31/2019,-0.0031,0.0912
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037544460000447909,PJM_ATSIOE_08037544460000447909,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"125,693.35",41.12,6/1/2018,5/31/2019,-15.9482,13.7349
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005692585000330633,PJM_ATSITE_08005692585000330633,OH,TE_CG,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"2,894.19",1.13,6/1/2018,5/31/2019,-0.4988,0.583
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006413990000378641,PJM_ATSIOE_08006413990000378641,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"47,757.69",16.63,6/1/2018,5/31/2019,-3.0980,5.874
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539260000416113,PJM_ATSIOE_08037539260000416113,OH,OE_C2,N,PRIMARY,FEOHIOOE,6/1/19,5/31/20,"743,450.62",225.97,6/1/2018,5/31/2019,-37.5828,109.3996
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006683625001244847,PJM_ATSIOE_08006683625001244847,OH,OE_C1,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,5.03,0.00,6/1/2018,5/31/2019,-0.0004,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037528801640092740,PJM_ATSICE_08037528801640092740,OH,CE_CS,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"14,832.30",7.62,6/1/2018,5/31/2019,-0.7770,4.2229
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004885375000363475,PJM_ATSIOE_08004885375000363475,OH,OE_C1,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"14,983.22",3.78,6/1/2018,5/31/2019,-0.4268,1.2203
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005145961830062708,PJM_ATSICE_08005145961830062708,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"63,663.80",19.73,6/1/2018,5/31/2019,0.1002,2.2435
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005950105000047411,PJM_ATSICE_08005950105000047411,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"17,667.49",5.53,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005959261360001975,PJM_ATSICE_08005959261360001975,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"20,695.69",18.42,6/1/2018,5/31/2019,-2.6418,2.2899
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006583970001538961,PJM_ATSIOE_08006583970001538961,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"17,442.00",9.82,6/1/2018,5/31/2019,-1.3160,3.1456
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037508391200098379,PJM_ATSICE_08037508391200098379,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"24,069.86",8.59,6/1/2018,5/31/2019,-2.1640,0.3373
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037517570000695407,PJM_ATSIOE_08037517570000695407,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"332,858.52",71.67,6/1/2018,5/31/2019,-20.2276,53.9964
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006507005000122234,PJM_ATSIOE_08006507005000122234,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,74.69,0.10,6/1/2018,5/31/2019,-0.0640,0.0045
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037543820000217956,PJM_ATSIOE_08037543820000217956,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"31,880.00",21.89,6/1/2018,5/31/2019,-0.0666,0.6391
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004946641650001080,PJM_ATSICE_08004946641650001080,OH,CE_CS,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"192,016.22",74.39,6/1/2018,5/31/2019,-11.3266,68.717
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037516902830001478,PJM_ATSITE_08037516902830001478,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"385,744.28",154.85,6/1/2018,5/31/2019,-65.9180,42.3765
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037554755001294024,PJM_ATSICE_08037554755001294024,OH,CE_C1,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,162.85,0.03,6/1/2018,5/31/2019,0.0056,0.0311
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006516750000527683,PJM_ATSIOE_08006516750000527683,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"94,955.14",36.53,6/1/2018,5/31/2019,-1.8040,10.9583
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037521591950001883,PJM_ATSICE_08037521591950001883,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"310,329.53",64.38,6/1/2018,5/31/2019,-7.9987,41.3069
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004767060000809258,PJM_ATSIOE_08004767060000809258,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"154,674.31",37.63,6/1/2018,5/31/2019,-16.3333,26.3064
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037528771620000273,PJM_ATSICE_08037528771620000273,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"351,536.95",133.59,6/1/2018,5/31/2019,-16.9076,41.373
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037517620000362268,PJM_ATSIOE_08037517620000362268,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"56,078.38",29.01,6/1/2018,5/31/2019,29.1939,31.0796
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005870635000041783,PJM_ATSICE_08005870635000041783,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"1,957.51",0.58,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005876605000050118,PJM_ATSICE_08005876605000050118,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"4,566.00",1.35,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006581040001363708,PJM_ATSIOE_08006581040001363708,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"2,534.51",1.07,6/1/2018,5/31/2019,0.2820,0.6855
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037506500001127587,PJM_ATSIOE_08037506500001127587,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,67.08,0.14,6/1/2018,5/31/2019,-0.0319,0.0083
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005071270001163514,PJM_ATSIOE_08005071270001163514,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"77,167.59",34.37,6/1/2018,5/31/2019,-2.2812,4.9745
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006516601600000600,PJM_ATSICE_08006516601600000600,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"125,264.27",75.25,6/1/2018,5/31/2019,-25.9381,11.1408
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037544470000407313,PJM_ATSIOE_08037544470000407313,OH,OE_C2,N,PRIMARY,FEOHIOOE,6/1/19,5/31/20,"2,678,168.18","1,014.48",6/1/2018,5/31/2019,-185.4870,607.6559
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037542345000238732,PJM_ATSICE_08037542345000238732,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"855,471.40",224.53,6/1/2018,5/31/2019,-46.5091,180.2753
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08008251360001493636,PJM_ATSIOE_08008251360001493636,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"8,287.59",3.51,6/1/2018,5/31/2019,-0.2499,1.2056
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005876601570034531,PJM_ATSICE_08005876601570034531,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,218.43,0.05,6/1/2018,5/31/2019,-0.0116,0.0326
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006932835000067236,PJM_ATSITE_08006932835000067236,OH,TE_CG,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"3,168.42",0.65,6/1/2018,5/31/2019,-0.3155,0.279
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006223632750002493,PJM_ATSITE_08006223632750002493,OH,TE_CS,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"16,372.81",10.52,6/1/2018,5/31/2019,-1.9275,6.6363
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005517090001435009,PJM_ATSIOE_08005517090001435009,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"22,975.18",10.01,6/1/2018,5/31/2019,5.3478,8.1506
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037524795001322124,PJM_ATSICE_08037524795001322124,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"1,010,500.23",306.53,6/1/2018,5/31/2019,-73.4252,150.7131
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005950105000041908,PJM_ATSICE_08005950105000041908,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"1,314.29",0.41,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004639030000538320,PJM_ATSIOE_08004639030000538320,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"162,150.64",65.20,6/1/2018,5/31/2019,-4.4389,19.2648
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006516605000049366,PJM_ATSICE_08006516605000049366,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"1,654.38",0.82,6/1/2018,5/31/2019,-0.0377,0.3262
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08024130855000019801,PJM_ATSIOE_08024130855000019801,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"3,974.78",1.23,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006510775000013643,PJM_ATSIOE_08006510775000013643,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"12,415.90",3.82,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037528801780001957,PJM_ATSICE_08037528801780001957,OH,CE_C3,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"450,341.22",102.51,6/1/2018,5/31/2019,-37.9703,65.4128
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005695735000041313,PJM_ATSICE_08005695735000041313,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"24,911.88",7.67,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037513290000535370,PJM_ATSIOE_08037513290000535370,OH,OE-GPD_IDR,I,PRIMARY,FEOHIOOE,6/1/19,5/31/20,"3,060,274.90",825.30,6/1/2018,5/31/2019,-74.8835,518.1805
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037516580000183482,PJM_ATSIOE_08037516580000183482,OH,OE-GPD_IDR,I,PRIMARY,FEOHIOOE,6/1/19,5/31/20,"2,751,764.13","1,170.00",6/1/2018,5/31/2019,-346.4858,373.1493
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08014657535001258695,PJM_ATSICE_08014657535001258695,OH,CE_C1,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,4.03,0.00,6/1/2018,5/31/2019,0.0008,0.0008
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005955641300092178,PJM_ATSICE_08005955641300092178,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,12.92,0.03,6/1/2018,5/31/2019,0.0179,0.0179
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007046720001125607,PJM_ATSIOE_08007046720001125607,OH,OE_RG,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"48,749.15",15.35,6/1/2018,5/31/2019,-0.1723,5.5138
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005691265000300104,PJM_ATSITE_08005691265000300104,OH,TE_C1,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"795,954.99",242.02,6/1/2018,5/31/2019,-84.6909,155.6141
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004738875000266305,PJM_ATSITE_08004738875000266305,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,122.34,0.13,6/1/2018,5/31/2019,0.0440,0.044
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005827312130007223,PJM_ATSITE_08005827312130007223,OH,TE_CS,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"24,715.43",12.20,6/1/2018,5/31/2019,1.6157,2.3566
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037554831100086559,PJM_ATSICE_08037554831100086559,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"903,300.43",297.46,6/1/2018,5/31/2019,17.5818,263.1506
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08012737454000029560,PJM_ATSICE_08012737454000029560,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"2,562.08",1.09,6/1/2018,5/31/2019,-0.1019,1.0667
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037523591710000501,PJM_ATSICE_08037523591710000501,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"520,089.18",286.41,6/1/2018,5/31/2019,-64.3538,51.2538
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037523595000049559,PJM_ATSICE_08037523595000049559,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"205,435.18",69.52,6/1/2018,5/31/2019,-9.5473,37.7924
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037523591640000578,PJM_ATSICE_08037523591640000578,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"222,798.54",79.77,6/1/2018,5/31/2019,-11.8743,54.0501
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037523591900097081,PJM_ATSICE_08037523591900097081,OH,CE_C3,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"339,717.21",80.95,6/1/2018,5/31/2019,-15.6815,72.786
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005951105000048551,PJM_ATSICE_08005951105000048551,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"3,674.16",1.23,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037545080000780811,PJM_ATSIOE_08037545080000780811,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"138,115.92",56.06,6/1/2018,5/31/2019,-13.3992,12.2924
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037545080000780776,PJM_ATSIOE_08037545080000780776,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"377,037.01",128.49,6/1/2018,5/31/2019,-22.6554,62.5463
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037545080001483366,PJM_ATSIOE_08037545080001483366,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"124,361.97",46.65,6/1/2018,5/31/2019,-11.2211,26.0723
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037528511490001195,PJM_ATSICE_08037528511490001195,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"614,226.57",189.41,6/1/2018,5/31/2019,-88.0574,92.1514
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037526181510000827,PJM_ATSICE_08037526181510000827,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"112,575.72",38.23,6/1/2018,5/31/2019,1.1764,19.7208
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005794471180059571,PJM_ATSICE_08005794471180059571,OH,CE_CS,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"10,300.37",4.71,6/1/2018,5/31/2019,-0.0151,4.0501
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005794475000045234,PJM_ATSICE_08005794475000045234,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"4,143.97",1.35,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004832070000567501,PJM_ATSIOE_08004832070000567501,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"94,980.94",48.29,6/1/2018,5/31/2019,-18.0555,19.3344
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004832070000567505,PJM_ATSIOE_08004832070000567505,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,370.75",0.95,6/1/2018,5/31/2019,-0.3965,0.2739
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037544770000528126,PJM_ATSIOE_08037544770000528126,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"245,060.21",108.98,6/1/2018,5/31/2019,-35.4292,32.6854
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037555400000180622,PJM_ATSIOE_08037555400000180622,OH,OE_C3,N,PRIMARY,FEOHIOOE,6/1/19,5/31/20,"2,507,106.11",646.18,6/1/2018,5/31/2019,-144.6624,449.7576
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005954225000054302,PJM_ATSICE_08005954225000054302,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"2,018.94",0.60,6/1/2018,5/31/2019,0.0000,0
